date,close,high,low,ma10,ma20,ma5,open,p_change,price_change,turnover,v_ma10,v_ma20,v_ma5,volume
2015-07-16,7.71,7.87,6.78,7.407,9.883,7.774,6.86,3.35,0.25,6.61,288553.02,283684.34,343269.68,296007.88
2015-07-17,8.2,8.37,7.51,7.397,9.525,7.948,7.51,6.36,0.49,5.64,288857.99,275243.97,346221.61,252348.44
2015-07-20,8.77,8.79,8.06,7.527,9.267,8.09,8.2,7.08,0.58,8.37,292138.87,281976.97,344269.02,374879.03
2015-07-21,9.22,9.24,8.36,7.777,9.065,8.272,8.64,5.49,0.48,9.78,319762.95,288948.27,330222.24,437795.22
2015-07-22,9.48,9.58,8.79,8.12,8.852,8.676,9.35,2.93,0.27,9.77,361083.33,299690.75,359667.48,437306.84
2015-07-23,9.73,10.0,9.48,8.427,8.663,9.08,9.6,2.64,0.25,9.76,365592.79,307326.34,387915.89,437249.94
2015-07-24,9.26,9.8,9.0,8.62,8.522,9.292,9.61,-4.83,-0.47,8.0,377649.74,314893.7,409077.87,358158.31
2015-07-27,8.33,9.58,8.33,8.647,8.395,9.204,9.0,-9.95,-0.92,6.17,366793.52,314135.23,389318.01,276079.75
2015-07-28,7.85,8.41,7.5,8.601,8.219,8.93,7.52,-5.76,-0.48,6.59,345489.23,313518.2,360756.22,294986.28
2015-07-29,8.65,8.65,7.86,8.72,8.139,8.764,8.05,10.05,0.79,5.97,343197.44,313965.66,326727.41,267162.75
2015-07-30,9.52,9.52,8.65,8.901,8.154,8.722,8.79,10.06,0.87,9.18,354703.58,321628.3,321491.27,411069.28
2015-07-31,9.3,9.81,9.07,9.011,8.204,8.73,9.59,-2.31,-0.22,12.19,384072.33,336465.16,359066.8,546035.94
2015-08-03,8.36,9.13,8.36,8.97,8.249,8.736,9.0,-10.01,-0.93,6.01,373482.05,332810.46,357646.08,268976.16
2015-08-04,9.16,9.18,8.34,8.964,8.371,8.998,8.35,9.57,0.8,6.19,357441.42,338602.18,354126.61,277388.94
2015-08-05,8.83,9.18,8.71,8.899,8.51,9.034,9.14,-3.6,-0.33,6.19,341427.34,351255.33,356127.26,277166.0
2015-08-06,8.85,9.18,8.45,8.811,8.619,8.9,8.46,0.11,0.01,4.06,315872.94,340732.86,310254.6,181705.97
2015-08-07,9.22,9.45,8.85,8.807,8.714,8.884,8.91,4.3,0.38,6.64,309785.86,343717.8,260504.91,297287.5
2015-08-10,9.6,9.88,9.14,8.934,8.791,9.132,9.26,4.01,0.37,9.79,326027.64,346410.58,294409.19,438497.56
2015-08-11,9.87,10.18,9.34,9.136,8.869,9.274,9.63,2.92,0.28,10.37,342955.64,344222.44,331784.67,464266.31
2015-08-12,9.63,10.14,9.56,9.234,8.977,9.434,9.6,-2.43,-0.24,7.18,348408.38,345802.91,340689.49,321690.12
2015-08-13,9.79,9.85,9.34,9.261,9.081,9.622,9.45,1.56,0.15,5.64,332554.06,343628.82,354853.52,252526.11
2015-08-14,10.05,10.27,9.69,9.336,9.174,9.788,9.82,2.66,0.26,8.5,316008.11,350040.22,371511.3,380576.38
2015-08-17,11.08,11.08,9.97,9.608,9.289,10.084,10.09,10.03,1.01,10.65,336799.46,355140.75,379189.72,476889.69
2015-08-18,10.34,11.94,9.97,9.726,9.345,10.178,11.1,-6.68,-0.74,16.86,384568.61,371005.01,437352.55,755080.44
2015-08-19,11.39,11.39,9.93,9.982,9.441,10.53,9.93,10.05,1.04,12.69,413685.43,377556.38,486681.37,568334.25
2015-08-20,11.45,12.3,11.26,10.242,9.527,10.862,11.68,0.53,0.06,15.64,465545.85,390709.39,576238.18,700310.12
2015-08-21,10.29,11.27,10.29,10.349,9.578,10.91,10.98,-9.97,-1.14,9.03,476258.89,393022.38,581006.49,404417.97
2015-08-24,9.26,9.72,9.26,10.315,9.625,10.546,9.39,-10.01,-1.03,3.09,446231.74,386129.69,513273.76,138226.0
2015-08-25,8.33,8.33,8.33,10.161,9.649,10.144,8.33,-10.04,-0.93,0.76,403204.31,373079.97,369056.07,33992.0
2015-08-26,7.5,8.55,7.5,9.948,9.591,9.366,7.5,-9.96,-0.83,10.42,417717.76,383063.07,348754.14,466824.62
2015-08-27,7.55,7.83,6.75,9.724,9.493,8.586,7.53,0.67,0.05,8.27,429476.7,381015.38,282715.22,370115.5
2015-08-28,8.29,8.29,7.4,9.548,9.442,8.186,7.65,9.95,0.75,7.22,423735.11,369871.61,266463.72,323160.47
2015-08-31,7.52,8.28,7.5,9.192,9.4,7.838,8.28,-9.29,-0.77,5.52,400751.08,368775.27,288228.41,247049.45
2015-09-01,6.87,7.8,6.78,8.845,9.286,7.546,7.58,-8.77,-0.66,5.64,350516.98,367542.79,331977.89,252739.41
2015-09-02,6.35,7.19,6.22,8.341,9.162,7.316,6.55,-7.3,-0.5,4.94,315783.73,364734.58,282813.32,221001.78
2015-09-07,6.46,6.77,6.3,7.842,9.042,7.098,6.49,2.7,0.17,4.5,265883.93,365714.89,249052.64,201312.09
2015-09-08,7.05,7.1,6.32,7.518,8.934,6.85,6.45,9.3,0.6,3.96,243153.94,359706.42,219844.16,177118.05
2015-09-09,7.3,7.45,6.99,7.322,8.819,6.806,7.05,3.99,0.28,5.7,254843.05,350537.4,221457.7,255117.17
2015-09-10,7.22,7.63,7.07,7.211,8.686,6.876,7.07,-1.1,-0.08,5.0,273822.22,338513.26,215666.55,223783.66
2015-09-11,7.36,7.36,7.06,7.197,8.573,7.078,7.1,2.08,0.15,3.99,244994.69,331356.22,207176.05,178549.3
2015-09-14,6.6,7.6,6.6,7.102,8.413,7.106,7.37,-9.96,-0.73,6.16,235554.72,332515.71,222056.8,275715.84
2015-09-15,5.98,6.64,5.94,6.871,8.21,6.892,6.39,-9.39,-0.62,4.82,224824.72,324279.91,229805.28,215860.44
2015-09-16,6.58,6.58,6.04,6.777,7.985,6.748,6.05,10.03,0.6,4.54,220452.34,310601.71,219446.99,203325.7
2015-09-17,6.36,6.96,6.31,6.726,7.786,6.576,6.6,-3.34,-0.22,4.5,215340.7,282928.84,215014.85,201622.95
2015-09-18,6.63,6.63,6.33,6.754,7.548,6.43,6.45,3.92,0.25,2.95,206465.34,261124.54,205754.62,132248.19
2015-09-21,6.88,6.95,6.5,6.796,7.319,6.486,6.54,3.93,0.26,3.64,202638.77,234261.35,183220.73,163046.39
2015-09-22,6.91,7.05,6.78,6.782,7.15,6.672,6.9,0.29,0.02,3.96,202665.12,222909.53,175524.96,177381.56
2015-09-23,7.01,7.2,6.61,6.753,7.038,6.758,6.76,1.45,0.1,4.81,198714.98,226779.02,177982.98,215615.81
2015-09-24,7.03,7.12,6.88,6.734,6.973,6.892,7.05,0.43,0.03,3.33,191227.58,232524.9,167440.31,148909.59
2015-09-25,6.69,7.14,6.5,6.667,6.932,6.904,6.98,-4.84,-0.34,2.87,186235.96,215615.33,166717.3,128633.17
2015-09-28,6.87,6.89,6.48,6.694,6.898,6.902,6.71,2.84,0.19,2.05,167827.23,201690.98,152433.73,91628.54
2015-09-29,6.96,7.19,6.59,6.792,6.832,6.912,6.6,1.31,0.09,4.66,167088.07,195956.39,158651.18,208468.81
2015-09-30,6.81,7.02,6.75,6.815,6.796,6.872,6.91,-2.15,-0.15,3.0,160191.16,190321.75,142399.33,134356.55
2015-10-08,7.15,7.21,6.93,6.894,6.81,6.896,6.99,5.15,0.35,3.83,157197.12,186268.91,146953.92,171682.55
2015-10-09,7.31,7.45,7.06,6.962,6.858,7.02,7.13,2.38,0.17,4.16,162594.58,184529.96,158471.85,186222.81
2015-10-12,7.61,7.8,7.26,7.035,6.916,7.168,7.35,4.1,0.3,5.03,168812.68,185725.73,185191.63,225227.44
2015-10-13,7.79,7.86,7.46,7.123,6.953,7.334,7.51,2.23,0.17,5.16,174182.76,188423.94,189714.33,231082.31
2015-10-14,7.65,8.32,7.54,7.187,6.97,7.502,7.83,-1.92,-0.15,7.04,184146.47,191430.72,225893.6,315252.88
2015-10-15,7.83,7.9,7.54,7.267,7.001,7.638,7.58,2.35,0.18,6.43,198042.73,194635.16,249131.54,287872.28
2015-10-16,8.08,8.12,7.59,7.406,7.037,7.792,7.85,3.19,0.25,7.99,220944.41,203590.19,283416.98,357649.97
2015-10-19,7.87,8.07,7.77,7.506,7.1,7.844,8.01,-2.6,-0.21,5.63,236971.47,202399.35,288751.31,251899.09
2015-10-20,7.98,8.07,7.8,7.608,7.2,7.882,7.87,1.4,0.11,4.44,235992.75,201540.41,282271.18,198681.66
2015-10-21,7.21,7.97,7.19,7.648,7.232,7.794,7.97,-9.76,-0.78,6.87,253311.22,206751.19,280728.85,307541.25
2015-10-22,7.44,7.5,7.07,7.677,7.286,7.716,7.26,3.33,0.24,5.2,259417.02,208307.07,269702.5,232740.52
2015-10-23,7.76,7.89,7.39,7.722,7.342,7.652,7.41,4.3,0.32,5.33,264658.18,213626.38,245899.38,238634.38
2015-10-26,8.15,8.36,7.8,7.776,7.406,7.708,7.86,5.03,0.39,10.24,287973.62,228393.15,287195.93,458381.84
2015-10-27,8.0,8.11,7.72,7.797,7.46,7.712,8.08,-1.84,-0.15,6.34,293270.72,233726.74,304270.25,284053.28
2015-10-28,7.75,8.1,7.7,7.807,7.497,7.82,7.95,-3.12,-0.25,4.46,281702.0,232924.23,282675.15,199565.72
2015-10-29,7.84,7.94,7.71,7.808,7.538,7.9,7.76,1.29,0.1,3.5,268575.64,233309.19,267448.78,156608.66
2015-10-30,7.76,7.99,7.62,7.776,7.591,7.9,7.81,-1.02,-0.08,3.47,248339.42,234641.92,250779.46,155287.78
2015-11-02,7.6,7.9,7.5,7.749,7.628,7.79,7.51,-1.68,-0.13,3.62,239354.09,238162.78,191512.25,162045.8
2015-11-03,7.83,7.96,7.68,7.734,7.671,7.756,7.73,3.3,0.25,5.12,242401.91,239197.33,180533.57,229159.91
2015-11-04,8.18,8.19,7.77,7.831,7.74,7.842,7.9,4.47,0.35,8.22,248447.8,250879.51,214220.45,368000.09
2015-11-05,8.25,8.54,8.14,7.912,7.795,7.924,8.41,0.86,0.07,11.46,276470.66,267943.84,285492.55,512969.16
2015-11-06,8.33,8.39,8.18,7.969,7.846,8.038,8.18,0.97,0.08,6.38,281165.22,272911.7,311550.98,285579.94
2015-11-09,8.31,8.4,8.05,7.985,7.881,8.18,8.28,-0.24,-0.02,5.56,260243.59,274108.6,328974.93,249165.56
2015-11-10,8.42,8.49,8.11,8.027,7.912,8.298,8.23,1.32,0.11,7.03,263297.67,278284.19,346061.76,314594.06
2015-11-11,8.59,8.63,8.31,8.111,7.959,8.38,8.38,2.02,0.17,6.85,274005.02,277853.51,333789.6,306639.28
2015-11-12,8.53,8.69,8.3,8.18,7.994,8.436,8.68,-0.81,-0.07,6.02,285316.1,276945.87,285139.64,269719.38
2015-11-13,8.4,8.55,8.16,8.244,8.01,8.45,8.46,-1.52,-0.13,5.1,292640.44,270489.93,273729.91,228531.25
2015-11-16,8.59,8.6,8.1,8.343,8.046,8.506,8.24,2.02,0.17,3.92,293999.95,266677.02,259024.97,175640.89
2015-11-17,8.52,8.78,8.51,8.412,8.073,8.526,8.68,-0.81,-0.07,5.92,297596.07,269998.99,249130.38,265121.12
2015-11-18,8.5,8.59,8.35,8.444,8.138,8.508,8.48,-0.23,-0.02,4.14,279337.43,263892.61,224885.26,185413.64
2015-11-19,8.83,8.96,8.61,8.502,8.207,8.568,8.66,4.0,0.34,8.77,267317.11,271893.89,249494.57,392765.97
2015-11-20,8.95,8.97,8.65,8.564,8.267,8.678,8.73,1.47,0.13,6.68,268650.98,274908.1,263572.05,298918.62
2015-11-23,8.93,9.21,8.82,8.626,8.306,8.746,8.97,-0.22,-0.02,6.27,271805.41,266024.5,284585.85,280709.88
2015-11-24,9.21,9.23,8.71,8.705,8.366,8.884,8.88,3.02,0.27,5.4,264547.57,263922.62,279964.75,242015.64
2015-11-25,9.72,9.73,9.14,8.818,8.465,9.128,9.17,5.65,0.52,7.83,268964.58,271484.8,313043.9,350809.38
2015-11-26,9.43,9.7,9.42,8.908,8.544,9.248,9.61,-2.88,-0.28,6.0,268881.95,277099.02,288269.32,268893.06
2015-11-27,8.88,9.48,8.51,8.956,8.6,9.234,9.35,-5.93,-0.56,5.77,271858.73,282249.59,280145.42,258299.12
2015-11-30,9.36,9.37,8.51,9.033,8.688,9.32,8.8,6.0,0.53,6.37,282798.99,288399.47,281012.13,285043.44
2015-12-01,9.49,9.6,9.12,9.13,8.771,9.376,9.24,1.61,0.15,5.24,279757.11,288676.59,279549.47,234702.33
2015-12-02,9.52,9.83,9.22,9.232,8.838,9.336,9.51,0.32,0.03,6.23,289115.67,284226.55,265187.44,278999.25
2015-12-03,9.67,9.69,9.39,9.316,8.909,9.384,9.45,1.68,0.16,4.16,268479.75,267898.43,248690.17,186406.73
2015-12-04,10.08,10.2,9.54,9.429,8.997,9.624,9.61,4.24,0.41,9.84,282648.07,275649.53,285150.73,440601.91
2015-12-07,10.19,10.41,9.79,9.555,9.091,9.79,10.07,1.09,0.11,6.96,285764.62,278785.01,290517.11,311875.31
2015-12-08,9.82,10.19,9.8,9.616,9.161,9.856,10.12,-3.35,-0.34,4.89,283470.68,274009.12,287391.89,219076.23
2015-12-09,9.61,9.86,9.55,9.605,9.212,9.874,9.7,-2.04,-0.2,3.3,263154.61,266059.59,261121.78,147648.7
2015-12-10,10.24,10.25,9.52,9.686,9.297,9.988,9.6,6.78,0.65,5.79,262187.22,265534.58,275684.28,259219.23
2015-12-11,9.81,10.17,9.8,9.779,9.368,9.934,10.17,-4.11,-0.42,4.18,255086.14,263472.43,225021.54,187288.23
2015-12-14,9.89,9.96,9.45,9.832,9.433,9.874,9.48,0.61,0.06,3.5,242261.02,262530.0,194004.94,156792.3
2016-01-19,8.89,8.89,8.89,9.772,9.451,9.688,8.89,-10.02,-0.99,0.27,220020.49,249888.8,152649.09,12297.0
2016-01-20,8.0,8.0,8.0,9.62,9.426,9.366,8.0,-10.01,-0.89,0.3,193448.16,241281.92,125774.55,13276.0
2016-01-21,7.2,7.65,7.2,9.373,9.345,8.758,7.2,-10.0,-0.8,13.13,233586.62,251033.18,191488.96,587791.25
2016-01-22,6.92,7.19,6.6,9.057,9.243,8.18,7.06,-3.89,-0.28,7.93,225025.86,253836.97,225030.18,354994.34
2016-01-25,7.13,7.16,6.7,8.751,9.153,7.628,6.88,3.18,0.22,7.58,227784.51,256774.56,261564.07,339461.78
2016-01-26,6.42,7.02,6.42,8.411,9.014,7.134,6.92,-9.96,-0.71,5.73,231547.28,257508.98,310445.47,256703.98
2016-01-27,6.1,6.51,5.78,8.06,8.833,6.754,6.37,-4.98,-0.32,6.63,246491.06,254822.83,367207.57,297086.5
2016-01-28,5.86,6.39,5.62,7.622,8.654,6.486,6.18,-4.09,-0.25,5.76,246344.8,254266.01,301200.64,257756.62
2016-01-29,6.03,6.14,5.67,7.244,8.512,6.308,5.78,2.9,0.17,5.18,250832.77,252959.46,276635.37,232167.97
2016-02-01,6.13,6.29,5.91,6.868,8.35,6.108,6.01,1.83,0.11,4.76,256483.6,249372.31,251403.13,213300.59
2016-02-02,6.32,6.39,6.03,6.611,8.192,6.088,6.06,3.1,0.19,5.18,278467.31,249243.9,246489.15,232134.05
2016-02-03,6.31,6.36,6.02,6.442,8.031,6.13,6.15,0.0,0.0,4.27,296269.15,244858.66,225330.72,191294.39
2016-02-04,6.51,6.59,6.25,6.373,7.873,6.26,6.3,3.33,0.21,5.24,260943.1,247264.86,220685.56,234530.8
2016-02-05,6.45,6.56,6.42,6.326,7.692,6.344,6.54,-0.77,-0.05,2.86,238244.77,231635.31,199854.16,128010.97
2016-02-15,6.34,6.42,6.1,6.247,7.499,6.386,6.18,-2.01,-0.13,2.51,215521.19,221652.85,179639.25,112226.03
2016-02-16,6.62,6.65,6.39,6.267,7.339,6.446,6.4,4.42,0.28,3.18,204109.46,217828.37,161729.77,142586.66
2016-02-17,6.69,6.85,6.59,6.326,7.193,6.522,6.73,1.21,0.08,3.58,190432.33,218461.69,155533.93,160315.2
2016-02-18,6.67,6.75,6.6,6.407,7.015,6.554,6.71,-0.15,-0.01,3.71,181270.31,213807.56,141855.06,166136.44
2016-02-19,6.69,6.75,6.59,6.473,6.859,6.602,6.65,0.15,0.01,2.26,168172.43,209502.6,136490.7,101189.19
2016-02-22,6.87,6.89,6.73,6.547,6.708,6.708,6.76,2.69,0.18,3.45,162285.25,209384.43,144931.25,154428.75
2016-02-23,7.07,7.09,6.64,6.622,6.617,6.798,6.9,2.76,0.19,3.89,156483.35,217475.33,151236.92,174115.02
2016-02-24,7.06,7.14,6.87,6.697,6.57,6.872,7.0,-0.14,-0.01,4.25,156406.64,226337.89,157279.35,190527.34
2016-02-25,6.36,7.04,6.36,6.682,6.528,6.81,6.99,-10.04,-0.71,3.92,150502.11,205722.61,159149.17,175485.53
2016-02-26,6.42,6.49,6.18,6.679,6.503,6.756,6.42,0.94,0.06,2.71,149823.89,194034.33,163157.07,121228.71
2016-02-29,6.16,6.4,5.9,6.661,6.454,6.614,6.36,-3.9,-0.25,3.03,152182.04,183851.61,159432.83,135807.55
2016-03-01,6.3,6.36,6.11,6.629,6.448,6.46,6.2,1.61,0.1,3.06,151613.06,177861.26,151989.19,136896.84
2016-03-02,6.65,6.69,6.27,6.625,6.476,6.378,6.33,5.39,0.34,3.46,151053.48,170742.9,144827.61,154719.44
2016-03-03,7.32,7.32,6.57,6.69,6.549,6.57,6.64,10.07,0.67,12.07,188491.45,184880.88,217833.73,540516.12
2016-03-04,7.16,7.47,6.85,6.737,6.605,6.718,7.24,-2.19,-0.16,12.49,234293.14,201232.78,305429.2,559206.06
2016-03-07,7.44,7.47,7.02,6.794,6.671,6.974,7.16,3.91,0.28,9.19,260006.73,211145.99,360580.62,411564.66
2016-03-08,7.2,7.3,6.91,6.807,6.715,7.154,7.3,-3.23,-0.24,6.38,271186.34,213834.84,390383.49,285911.16
2016-03-09,6.82,7.07,6.7,6.783,6.74,7.188,7.0,-5.28,-0.38,4.49,272239.46,214323.05,399651.31,201058.56
2016-03-10,6.51,6.86,6.5,6.798,6.74,7.026,6.8,-4.41,-0.3,3.58,270715.24,210608.67,323596.74,160243.25
2016-03-11,6.61,6.83,6.35,6.817,6.748,6.916,6.35,1.54,0.1,4.05,276739.65,213281.77,248050.1,181472.88
2016-03-14,6.86,7.06,6.59,6.887,6.774,6.8,6.71,3.47,0.23,4.47,283197.56,217689.8,205814.5,200386.66
2016-03-15,6.74,6.86,6.65,6.931,6.78,6.708,6.82,-1.75,-0.12,2.72,281675.76,216644.41,172968.03,121678.82
2016-03-16,6.69,6.94,6.64,6.935,6.78,6.682,6.8,-0.89,-0.06,3.14,280253.65,215653.56,160855.98,140498.28
2016-03-17,6.89,6.95,6.65,6.892,6.791,6.758,6.75,2.99,0.2,3.67,242624.84,215558.14,161652.94,164228.06
2016-03-18,7.09,7.15,6.84,6.885,6.811,6.854,6.85,2.9,0.2,5.59,211745.8,223019.47,175441.5,250415.67
2016-03-21,7.27,7.35,7.09,6.868,6.831,6.936,7.12,2.54,0.18,6.57,200008.85,230007.79,194203.2,294195.16
2016-03-22,7.25,7.41,7.1,6.873,6.84,7.038,7.2,-0.28,-0.02,6.1,198716.37,234951.35,224464.7,272986.34
2016-03-23,7.55,7.69,7.17,6.946,6.865,7.21,7.22,3.99,0.29,9.48,221076.35,246657.91,281296.72,424658.38
2016-03-24,7.33,7.79,7.31,7.028,6.913,7.298,7.41,-2.66,-0.2,7.67,239403.02,255059.13,317153.1,343509.97
2016-03-25,7.4,7.47,7.2,7.107,6.962,7.36,7.29,0.95,0.07,3.95,238955.28,257847.47,302469.07,176995.48
2016-03-28,7.52,7.59,7.33,7.173,7.03,7.41,7.59,1.62,0.12,4.42,238706.03,260951.8,283208.87,197894.16
2016-03-29,7.28,7.49,7.21,7.227,7.079,7.416,7.44,-3.19,-0.24,2.74,238828.06,260251.91,253191.42,122899.11
2016-03-30,7.47,7.5,7.3,7.305,7.12,7.4,7.36,2.47,0.18,3.26,239370.77,259812.21,197444.82,145925.38
2016-03-31,7.53,7.57,7.41,7.369,7.131,7.44,7.51,0.8,0.06,3.94,240585.74,241605.29,164018.39,176377.8
2016-04-01,7.71,7.88,7.53,7.431,7.158,7.502,7.55,2.39,0.18,6.7,245560.58,228653.19,188652.09,300164.0
2016-04-05,8.1,8.15,7.59,7.514,7.191,7.618,7.69,5.06,0.39,6.21,243947.77,221978.31,204686.67,278067.06
2016-04-06,8.04,8.1,7.88,7.593,7.233,7.77,8.01,-0.49,-0.04,4.69,237639.28,218177.82,222087.14,209901.44
2016-04-07,7.97,8.15,7.9,7.635,7.291,7.87,8.05,-0.75,-0.06,4.66,216019.45,218547.9,234594.07,208460.05
2016-04-08,7.81,7.87,7.61,7.683,7.356,7.926,7.82,-1.76,-0.14,4.74,202879.76,221141.39,241741.13,212113.12
2016-04-11,8.14,8.14,7.83,7.757,7.432,8.012,7.9,4.36,0.34,3.95,202862.98,220909.13,217073.87,176827.69
2016-04-12,8.32,8.5,8.06,7.837,7.505,8.056,8.1,2.46,0.2,5.89,209435.79,224070.91,214184.9,263622.22
2016-04-13,8.44,8.59,8.3,7.953,7.59,8.136,8.35,1.44,0.12,4.51,217328.23,228078.15,212569.33,201823.58
2016-04-14,8.5,8.58,8.28,8.056,7.681,8.242,8.46,0.71,0.06,3.46,218221.12,228795.94,201848.16,154854.2
2016-04-15,8.88,8.89,8.46,8.191,7.78,8.456,8.5,4.47,0.38,4.71,221673.66,231129.7,201606.19,210903.28
2016-04-18,9.16,9.49,8.65,8.336,7.884,8.66,8.83,3.15,0.28,7.85,226803.04,236181.81,236532.21,351457.78
2016-04-19,8.97,9.2,8.91,8.423,7.969,8.79,9.15,-2.07,-0.19,3.74,215736.69,229842.23,217288.47,167403.52
2016-04-20,8.79,9.45,8.31,8.498,8.046,8.86,8.97,-2.23,-0.2,7.95,230358.23,233998.76,248147.14,356116.91
2016-04-21,8.79,9.05,8.6,8.58,8.108,8.918,8.82,0.0,0.0,4.77,230861.23,223440.33,259874.29,213489.95
2016-04-22,8.75,8.76,8.36,8.674,8.179,8.892,8.39,-0.46,-0.04,3.54,225501.19,214190.48,249396.19,158512.81
2016-04-25,8.52,8.7,8.44,8.712,8.235,8.764,8.6,-2.52,-0.22,2.11,217274.31,210068.65,198016.42,94558.89
2016-04-26,8.96,8.97,8.53,8.776,8.307,8.762,8.55,5.29,0.45,3.26,205526.92,207481.35,193765.36,146148.23
2016-04-27,8.77,9.04,8.75,8.809,8.381,8.758,8.86,-2.01,-0.18,2.83,198019.31,207673.77,147891.48,126747.52
2016-04-28,8.42,8.79,8.21,8.801,8.429,8.684,8.71,-3.99,-0.35,3.92,200070.81,209145.96,140267.34,175369.23
2016-04-29,8.51,8.63,8.28,8.764,8.478,8.636,8.35,0.95,0.08,2.19,188779.94,205226.8,128163.69,97994.57
2016-05-03,8.86,8.89,8.42,8.734,8.535,8.704,8.53,4.24,0.36,2.7,165738.9,196270.97,133461.38,121047.33
2016-05-04,8.8,8.98,8.76,8.717,8.57,8.672,8.98,-0.68,-0.06,1.97,157834.38,186785.53,121903.4,88358.36
2016-05-05,8.78,8.85,8.69,8.716,8.607,8.674,8.78,-0.23,-0.02,2.1,131630.62,180994.43,115369.75,94079.27
2016-05-06,8.59,8.9,8.2,8.696,8.638,8.708,8.88,-2.16,-0.19,3.27,124929.86,177895.54,109592.39,146482.41
2016-05-09,8.08,8.49,7.77,8.629,8.652,8.622,8.41,-5.94,-0.51,3.91,126576.35,176038.77,124989.01,174977.66
2016-05-10,7.7,8.07,7.65,8.547,8.63,8.39,7.91,-4.82,-0.39,3.37,132218.87,174746.59,130976.37,150984.16
2016-05-11,7.74,7.9,7.7,8.425,8.601,8.178,7.79,0.39,0.03,2.36,128186.15,166856.53,134468.9,105820.99
2016-05-12,7.38,7.54,7.1,8.286,8.548,7.898,7.51,-4.53,-0.35,2.88,128414.71,163217.01,141459.67,129033.13
2016-05-13,7.43,7.5,7.2,8.187,8.494,7.666,7.32,0.54,0.04,2.56,122328.98,161199.9,135065.57,114511.92
2016-05-16,7.51,7.54,7.27,8.087,8.426,7.552,7.4,1.21,0.09,1.99,121428.4,155104.17,117867.8,88988.8
2016-05-17,7.39,7.54,7.35,7.94,8.337,7.49,7.53,-1.6,-0.12,1.49,115993.9,140866.4,101011.42,66702.28
2016-05-18,7.05,7.35,6.69,7.765,8.241,7.352,7.32,-4.73,-0.35,2.77,119546.4,138690.39,104623.91,123883.4
2016-05-19,7.03,7.13,6.93,7.59,8.153,7.282,6.99,0.0,0.0,1.61,117341.17,124485.89,93222.67,72026.96
2016-05-20,7.04,7.06,6.81,7.435,8.066,7.204,7.06,0.0,0.0,1.59,109790.63,117360.25,84515.69,70977.0
2016-05-23,7.13,7.14,7.0,7.34,7.985,7.128,7.04,1.28,0.09,1.52,99088.49,112832.42,80309.19,67956.29
2016-05-24,7.84,7.84,7.05,7.354,7.951,7.218,7.17,9.96,0.71,5.34,107903.31,120061.09,114795.19,239132.3
2016-05-25,7.6,7.86,7.5,7.34,7.883,7.328,7.78,-3.06,-0.24,3.69,113856.95,121021.55,123089.99,165357.42
2016-05-26,7.67,7.75,7.41,7.369,7.828,7.456,7.68,0.39,0.03,2.06,110160.3,119287.51,127097.93,92066.65
2016-05-27,7.66,7.9,7.61,7.392,7.79,7.58,7.77,-0.13,-0.01,2.63,110506.49,116417.74,136497.3,117973.84
2016-05-30,7.94,8.0,7.5,7.435,7.761,7.742,7.62,3.93,0.3,2.81,114210.71,117819.55,148112.23,126030.93
2016-05-31,8.12,8.17,7.88,7.508,7.724,7.798,7.88,2.27,0.18,3.67,123972.72,119983.31,133150.26,164322.44
2016-06-01,8.03,8.13,7.99,7.606,7.686,7.884,8.07,-1.11,-0.09,2.54,122968.94,121257.67,122847.89,113845.6
2016-06-02,8.06,8.08,7.94,7.709,7.65,7.962,8.03,0.37,0.03,1.55,122694.3,120017.74,118290.68,69280.57
2016-06-03,8.1,8.25,8.05,7.815,7.625,8.05,8.06,0.5,0.04,2.45,126569.31,118179.97,116641.32,109727.05
2016-06-06,8.04,8.13,7.98,7.906,7.623,8.07,8.08,-0.74,-0.06,1.49,126437.27,112762.88,104762.3,66635.86
2016-06-07,8.07,8.2,7.82,7.929,7.642,8.06,8.04,0.37,0.03,1.65,109894.9,108899.1,86639.55,73708.65
2016-06-08,7.95,8.06,7.94,7.964,7.652,8.044,8.05,-1.49,-0.12,1.26,99019.84,106438.39,75191.78,56606.79
2016-06-13,7.37,7.88,7.27,7.934,7.652,7.906,7.88,-7.3,-0.58,1.93,98436.73,104298.52,78582.78,86235.57
2016-06-14,8.1,8.1,7.29,7.978,7.685,7.906,7.39,10.05,0.74,3.05,100314.56,105410.53,83987.8,136752.11
2016-06-15,8.37,8.61,8.1,8.021,7.728,7.972,8.18,3.33,0.27,5.5,112327.86,113269.28,119893.42,246163.98
2016-06-16,8.22,8.42,8.15,8.031,7.77,8.002,8.4,-1.79,-0.15,3.15,110002.77,116987.75,133365.99,141071.5
2016-06-17,8.2,8.43,8.15,8.048,7.827,8.052,8.2,-0.24,-0.02,2.95,111815.97,117392.46,148440.15,131977.59
2016-06-20,7.98,8.18,7.81,8.04,7.875,8.174,8.17,-2.92,-0.24,3.74,121626.25,122160.28,164669.71,167383.38
2016-06-21,7.83,8.1,7.71,8.013,7.914,8.12,7.99,-2.0,-0.16,2.68,122672.47,124620.89,161357.14,120189.24
2016-06-22,7.9,7.97,7.71,7.999,7.953,8.026,7.78,1.02,0.08,1.49,122700.3,124568.78,125507.18,66914.21
2016-06-23,7.78,7.98,7.75,7.97,7.95,7.938,7.91,-1.64,-0.13,1.58,122385.4,116140.15,111404.81,70559.63
