date,close,high,low,ma10,ma20,ma5,open,p_change,price_change,turnover,v_ma10,v_ma20,v_ma5,volume
2017-06-12,6.96,7.11,6.96,7.083,7.41,7.128,7.11,-2.52,-0.18,1.79,101442.33,172145.03,95202.34,80378.0
2017-06-13,7.13,7.13,6.93,7.077,7.371,7.138,6.95,2.44,0.17,2.16,100144.27,159331.78,98903.04,96751.66
2017-06-14,7.07,7.12,7.02,7.064,7.325,7.102,7.1,-0.84,-0.06,1.57,96304.89,138404.35,89592.29,70413.6
2017-06-15,7.2,7.22,7.03,7.102,7.275,7.1,7.05,1.84,0.13,2.41,93294.21,126608.33,91500.23,108074.81
2017-06-16,7.22,7.25,7.15,7.129,7.232,7.116,7.2,0.28,0.02,1.66,90303.04,118144.42,85974.52,74254.52
2017-06-19,7.37,7.41,7.23,7.163,7.211,7.198,7.25,2.08,0.15,3.34,97493.58,115993.06,99784.82,149429.53
2017-06-20,7.26,7.36,7.23,7.181,7.191,7.224,7.35,-1.49,-0.11,2.88,102574.57,115104.16,106246.09,129058.0
2017-06-21,7.31,7.32,7.21,7.187,7.167,7.272,7.27,0.69,0.05,1.97,99713.89,109753.77,109835.49,88360.58
2017-06-22,7.12,7.33,7.1,7.178,7.161,7.256,7.32,-2.6,-0.19,2.5,101060.68,105296.12,110621.13,112003.0
2017-06-23,7.05,7.12,6.92,7.169,7.146,7.222,7.09,-0.98,-0.07,2.2,100734.33,103381.21,115494.14,98619.6
2017-06-26,7.19,7.21,7.0,7.192,7.138,7.186,7.0,1.99,0.14,2.26,102830.23,102136.28,105875.64,101337.04
2017-06-27,7.23,7.26,7.16,7.202,7.14,7.18,7.2,0.56,0.04,1.86,101500.15,100822.21,96754.21,83450.84
2017-06-28,7.35,7.43,7.16,7.23,7.147,7.188,7.21,1.66,0.12,4.76,115789.83,106047.36,121744.17,213310.38
2017-06-29,7.48,7.54,7.27,7.258,7.18,7.26,7.29,1.77,0.13,3.83,122135.81,107715.01,133650.48,171534.56
2017-06-30,7.49,7.64,7.39,7.285,7.207,7.348,7.4,0.13,0.01,4.23,133637.74,111970.39,151781.34,189273.88
2017-07-03,7.64,7.69,7.42,7.312,7.238,7.438,7.5,2.0,0.15,3.59,134758.35,116125.97,163641.06,160635.62
2017-07-04,7.52,7.64,7.47,7.338,7.26,7.496,7.64,-1.57,-0.12,2.69,133901.71,118238.14,171049.2,120491.56
2017-07-05,7.57,7.6,7.42,7.364,7.276,7.54,7.49,0.67,0.05,2.92,138124.45,118919.17,154504.72,130588.0
2017-07-06,7.65,7.66,7.43,7.417,7.298,7.574,7.56,1.06,0.08,3.4,142153.01,121606.84,150655.54,152288.62
2017-07-07,7.58,7.62,7.49,7.47,7.32,7.592,7.6,-0.92,-0.07,2.81,144867.06,122800.69,137952.77,125760.05
2017-07-10,7.87,8.08,7.51,7.538,7.365,7.638,7.51,3.83,0.29,8.25,171662.24,137246.23,179683.41,369288.84
2017-07-11,7.78,8.06,7.72,7.593,7.398,7.69,7.78,-1.14,-0.09,5.91,189778.49,145639.32,208507.78,264613.38
2017-07-12,8.3,8.36,7.7,7.688,7.459,7.836,7.8,6.68,0.52,11.84,221451.73,168620.78,288398.73,530042.75
2017-07-13,8.29,8.31,8.1,7.769,7.514,7.964,8.2,-0.12,-0.01,6.75,234537.55,178336.68,318419.57,302392.84
2017-07-14,8.12,8.26,8.04,7.832,7.559,8.072,8.22,-2.05,-0.17,4.84,237276.78,185457.26,336600.79,216666.12
2017-07-17,7.66,8.16,7.51,7.834,7.573,8.03,8.14,-5.67,-0.46,5.71,246800.56,190779.45,313917.7,255873.39
2017-07-18,8.43,8.43,7.65,7.925,7.632,8.16,7.69,10.05,0.77,12.03,288616.83,211259.27,368725.88,538654.31
2017-07-19,8.56,8.59,8.25,8.024,7.694,8.212,8.39,1.54,0.13,13.6,336462.82,237293.64,384526.92,609047.94
2017-07-20,8.75,9.06,8.38,8.134,7.776,8.304,8.45,2.22,0.19,14.14,384568.91,263360.96,450718.24,633349.44
2017-07-21,9.44,9.58,8.63,8.32,7.895,8.568,8.69,7.89,0.69,18.74,455891.8,300379.43,575182.82,838989.0
2017-07-24,9.57,10.29,9.19,8.49,8.014,8.95,9.4,1.38,0.13,24.09,526818.79,349240.51,739719.89,1078558.75
2017-07-25,9.44,9.5,9.12,8.656,8.125,9.152,9.35,-1.36,-0.13,13.6,561265.25,375521.87,753804.61,609077.94
2017-07-26,9.71,9.95,8.96,8.797,8.243,9.382,9.33,2.86,0.27,18.4,590675.26,406063.49,796823.6,824142.88
2017-07-27,9.27,9.77,9.05,8.895,8.332,9.486,9.5,-4.53,-0.44,12.79,617710.89,426124.22,784703.54,572749.12
2017-07-28,9.13,9.36,9.08,8.996,8.414,9.424,9.09,-1.51,-0.14,7.94,631600.61,434438.69,688018.39,355563.28
2017-07-31,9.39,9.43,8.91,9.169,8.502,9.388,9.11,2.85,0.26,11.18,656081.93,451441.25,572443.98,500686.69
2017-08-01,9.11,9.44,9.08,9.237,8.581,9.322,9.4,-2.98,-0.28,7.52,635908.52,462262.67,518012.42,336920.12
2017-08-02,9.0,9.19,8.9,9.281,8.653,9.18,9.1,-1.21,-0.11,7.03,606468.17,471465.5,416112.74,314644.47
2017-08-03,8.98,9.04,8.84,9.304,8.719,9.122,8.93,-0.22,-0.02,5.93,569699.08,477134.0,354694.63,265658.59
2017-08-04,8.69,9.05,8.66,9.229,8.775,9.034,8.97,-3.23,-0.29,6.97,517014.03,486452.91,346009.66,312138.44
2017-08-07,8.8,8.8,8.43,9.152,8.821,8.916,8.68,1.27,0.11,6.0,436028.54,481423.67,299613.1,268703.88
2017-08-08,9.58,9.68,8.66,9.166,8.911,9.01,8.72,8.86,0.78,18.58,458305.21,509785.23,398598.0,831844.62
2017-08-09,9.35,9.52,9.21,9.13,8.964,9.08,9.45,-2.4,-0.23,11.1,425613.9,508144.58,435115.06,497229.75
2017-08-10,9.52,9.78,9.21,9.155,9.025,9.188,9.31,1.82,0.17,14.81,434660.11,526185.5,514625.6,663211.31
2017-08-11,8.89,9.48,8.79,9.131,9.064,9.228,9.35,-6.62,-0.63,9.91,443473.59,537537.1,540937.51,443698.0
2017-08-14,9.01,9.1,8.75,9.093,9.131,9.27,8.83,1.35,0.12,5.59,418423.94,537252.94,537234.78,250190.23
2017-08-15,9.14,9.35,8.9,9.096,9.167,9.182,8.98,1.44,0.13,7.07,416380.66,526144.59,434163.33,316487.34
2017-08-16,8.95,9.09,8.8,9.091,9.186,9.102,9.04,-2.08,-0.19,6.16,412518.33,509493.25,389921.61,276021.16
2017-08-17,8.9,8.97,8.76,9.083,9.194,8.978,8.91,-0.56,-0.05,5.37,409995.51,489847.3,305365.42,240430.38
2017-08-18,8.7,8.86,8.65,9.084,9.157,8.94,8.76,-2.25,-0.2,4.74,400017.91,458515.97,259098.31,212362.44
2017-08-21,8.82,8.85,8.7,9.086,9.119,8.902,8.7,1.38,0.12,3.35,388161.58,412095.06,239088.38,150140.59
2017-08-22,8.65,8.81,8.59,8.993,9.08,8.804,8.8,-1.93,-0.17,3.96,322716.18,390510.7,211269.04,177390.61
2017-08-23,8.57,8.75,8.56,8.915,9.023,8.728,8.66,-0.93,-0.08,2.98,286320.15,355967.02,182718.69,133269.42
2017-08-24,8.4,8.62,8.34,8.803,8.979,8.628,8.54,-1.98,-0.17,3.56,235925.1,335292.61,166484.77,159260.78
2017-08-25,8.54,8.56,8.38,8.768,8.95,8.596,8.38,1.67,0.14,2.83,204224.67,323849.13,149351.04,126693.79
2017-08-28,8.72,8.72,8.51,8.739,8.916,8.576,8.56,2.11,0.18,4.2,198014.77,308219.35,156941.15,188091.16
2017-08-29,8.66,8.77,8.62,8.691,8.894,8.578,8.71,-0.69,-0.06,2.67,178300.13,297340.4,145331.23,119341.02
2017-08-30,8.95,8.97,8.62,8.691,8.891,8.654,8.68,3.35,0.29,6.53,179951.93,296235.13,177185.16,292539.06
2017-08-31,8.8,8.86,8.71,8.681,8.882,8.734,8.84,-1.68,-0.15,5.02,178375.58,294185.54,190266.38,224666.88
2017-09-01,8.65,8.85,8.62,8.676,8.88,8.756,8.79,-1.71,-0.15,4.32,176487.96,288252.94,203624.88,193486.3
2017-09-04,8.73,8.73,8.51,8.667,8.877,8.758,8.6,0.93,0.08,3.87,178819.01,283490.3,200696.87,173451.09
2017-09-05,8.58,8.72,8.52,8.66,8.827,8.742,8.7,-1.72,-0.15,3.29,175802.98,249259.58,206274.72,147230.27
2017-09-06,8.6,8.64,8.46,8.663,8.789,8.672,8.49,0.23,0.02,3.03,176055.1,231187.63,174925.05,135790.69
2017-09-07,8.62,8.65,8.52,8.685,8.744,8.636,8.58,0.23,0.02,2.86,172945.83,204435.46,155625.28,128168.04
2017-09-08,8.58,8.65,8.51,8.689,8.729,8.622,8.61,-0.46,-0.04,2.46,171285.1,187754.89,138945.32,110086.49
2017-09-11,9.09,9.13,8.6,8.726,8.733,8.694,8.63,5.94,0.51,12.48,208371.0,203192.88,216045.14,558950.19
2017-09-12,9.07,9.13,8.91,8.767,8.729,8.792,9.05,-0.22,-0.02,8.2,233174.48,205737.31,260074.24,367375.81
2017-09-13,9.27,9.45,9.05,8.799,8.745,8.926,9.09,2.21,0.2,10.86,252548.67,216250.3,330172.29,486280.91
2017-09-14,9.13,9.38,8.98,8.832,8.757,9.028,9.19,-1.51,-0.14,6.69,260042.77,219209.17,364460.27,299607.94
2017-09-15,9.38,9.47,9.01,8.905,8.791,9.188,9.1,2.74,0.25,10.41,287292.68,231890.32,435640.05,465985.41
2017-09-18,9.37,9.44,9.1,8.969,8.818,9.244,9.29,-0.11,-0.01,6.32,298227.05,238523.03,380408.96,282794.75
2017-09-19,9.13,9.35,9.03,9.024,8.842,9.256,9.33,-2.56,-0.24,5.59,308548.93,242175.95,357023.61,250449.02
2017-09-20,9.08,9.19,8.92,9.072,8.868,9.218,9.14,-0.55,-0.05,4.39,314610.18,245332.64,299048.06,196403.19
2017-09-21,9.19,9.45,9.02,9.129,8.907,9.23,9.07,1.21,0.11,7.95,337385.24,255165.54,310310.22,355918.72
2017-09-22,8.92,9.07,8.77,9.163,8.926,9.138,9.07,-2.94,-0.27,6.37,354905.75,263095.42,274171.44,285291.53
2017-09-25,8.49,8.88,8.43,9.103,8.915,8.962,8.83,-4.82,-0.43,4.85,320716.63,264543.81,261024.29,217058.98
2017-09-26,8.56,8.57,8.44,9.052,8.91,8.848,8.44,0.82,0.07,2.06,293202.26,263188.37,229380.92,92232.19
2017-09-27,8.54,8.62,8.5,8.979,8.889,8.74,8.52,-0.23,-0.02,2.0,253539.3,253043.98,208030.54,89651.29
2017-09-28,8.45,8.58,8.42,8.911,8.872,8.592,8.53,-1.05,-0.09,2.34,234066.61,247054.69,157822.99,104880.97
2017-09-29,8.51,8.57,8.45,8.824,8.865,8.51,8.47,0.71,0.06,1.91,196028.93,241660.81,117886.42,85608.67
2017-10-09,8.64,8.69,8.54,8.751,8.86,8.54,8.6,1.53,0.13,2.6,179383.8,238805.43,97743.32,116343.48
2017-10-10,8.79,8.81,8.54,8.717,8.871,8.586,8.61,1.74,0.15,3.84,171540.11,240044.52,113699.29,172012.06
2017-10-11,8.72,8.87,8.69,8.681,8.877,8.622,8.75,-0.8,-0.07,3.12,165880.02,240245.1,123729.5,139802.3
2017-10-12,8.84,8.84,8.64,8.646,8.888,8.7,8.68,1.38,0.12,2.92,143385.11,240385.18,128947.22,130969.6
2017-10-13,8.79,8.84,8.74,8.633,8.898,8.756,8.82,-0.57,-0.05,2.09,124206.06,239555.9,130525.71,93501.09
2017-10-16,9.0,9.46,8.8,8.684,8.894,8.828,8.8,2.39,0.21,9.39,144528.8,232622.71,191314.27,420286.31
2017-10-17,8.78,8.89,8.63,8.706,8.879,8.826,8.86,-2.44,-0.22,4.05,153452.93,223327.6,193206.56,181473.52
2017-10-18,9.12,9.35,8.72,8.764,8.872,8.906,8.75,3.87,0.34,10.31,190661.62,222100.46,257593.74,461738.16
2017-10-19,9.37,9.39,8.96,8.856,8.884,9.012,9.0,2.74,0.25,12.67,236926.43,235496.52,344905.64,567529.12
2017-10-20,9.38,9.39,9.1,8.943,8.884,9.13,9.37,0.11,0.01,7.94,263934.06,229981.49,397342.4,355684.91
2017-10-23,9.18,9.32,9.06,8.997,8.874,9.166,9.31,-2.13,-0.2,5.82,278375.68,228879.74,365437.1,260759.78
2017-10-24,9.26,9.28,8.92,9.044,8.881,9.262,9.15,0.87,0.08,5.59,286214.51,228877.31,379222.47,250400.36
2017-10-25,9.37,9.46,9.16,9.109,8.895,9.312,9.2,1.19,0.11,8.95,312291.58,239085.8,366989.42,400572.94
2017-10-26,9.21,9.33,9.15,9.146,8.896,9.28,9.31,-1.71,-0.16,5.59,324219.26,233802.18,303532.87,250246.38
2017-10-27,9.03,9.18,9.01,9.17,8.902,9.21,9.17,-1.95,-0.18,4.38,334497.42,229351.74,271652.44,196282.73
2017-10-30,8.26,9.09,8.2,9.096,8.89,9.026,9.03,-8.53,-0.77,7.9,327831.28,236180.04,290225.46,353624.91
2017-10-31,8.13,8.19,8.02,9.031,8.869,8.8,8.03,-1.57,-0.13,4.06,327880.66,240666.79,276538.85,181967.27
2017-11-01,7.84,8.17,7.82,8.903,8.834,8.494,8.13,-3.57,-0.29,5.74,307405.61,249033.61,247821.8,256987.73
2017-11-02,7.59,7.86,7.57,8.725,8.791,8.17,7.85,-3.19,-0.25,4.18,269373.29,253149.86,235213.71,187205.91
2017-11-03,7.65,7.71,7.51,8.552,8.748,7.894,7.55,0.79,0.06,2.63,245565.4,254749.73,219478.37,117606.02
2017-11-06,7.67,7.72,7.55,8.401,8.699,7.776,7.65,0.26,0.02,1.99,228418.34,253397.01,166611.22,89289.19
2017-11-07,7.7,7.7,7.6,8.245,8.645,7.69,7.68,0.39,0.03,1.75,211215.02,248714.77,145891.19,78367.1
2017-11-08,7.7,7.77,7.64,8.078,8.594,7.662,7.7,0.0,0.0,2.4,181920.99,247106.28,116020.18,107632.66
2017-11-09,7.68,7.72,7.61,7.925,8.536,7.68,7.7,-0.26,-0.02,1.94,165567.31,244893.28,95920.9,86709.55
2017-11-10,7.42,7.67,7.4,7.764,8.467,7.634,7.67,-3.38,-0.26,3.54,161783.94,248140.68,104089.5,158449.02
2017-11-13,7.31,7.45,7.22,7.669,8.383,7.562,7.42,-1.35,-0.1,3.4,141628.3,234729.79,116645.37,152068.52
2017-11-14,7.38,7.42,7.28,7.594,8.313,7.498,7.29,0.96,0.07,2.5,134607.03,231243.84,123322.87,111754.6
2017-11-15,7.23,7.35,7.2,7.533,8.218,7.404,7.35,-2.03,-0.15,1.89,117386.13,212395.87,118752.08,84778.7
2017-11-16,7.26,7.29,7.21,7.5,8.113,7.32,7.21,0.41,0.03,1.42,105018.65,187195.97,114116.4,63531.15
2017-11-17,6.91,7.23,6.85,7.426,7.989,7.218,7.22,-4.69,-0.34,3.02,106779.28,176172.34,109469.05,135212.27
2017-11-20,7.03,7.05,6.66,7.362,7.882,7.162,6.85,1.88,0.13,2.46,108885.21,168651.78,101125.05,110348.53
2017-11-21,7.06,7.08,6.96,7.298,7.772,7.098,7.0,0.43,0.03,1.44,107513.64,159364.33,91704.41,64651.4
2017-11-22,7.04,7.07,7.01,7.232,7.655,7.06,7.07,-0.14,-0.01,1.28,102472.41,142196.7,86192.74,57220.37
2017-11-23,6.86,7.11,6.83,7.15,7.538,6.98,7.05,-2.56,-0.18,1.75,101628.82,133598.06,89141.24,78273.62
2017-11-24,6.97,7.03,6.86,7.105,7.435,6.992,6.86,1.75,0.12,1.25,91394.12,126589.03,73319.19,56102.01
2017-11-27,7.21,7.28,6.98,7.095,7.382,7.028,7.01,3.44,0.24,3.47,91747.16,116687.73,82369.27,155598.95
2017-11-28,7.24,7.26,7.13,7.081,7.338,7.064,7.16,0.42,0.03,2.2,90438.21,112522.62,89172.01,98665.1
2017-11-29,7.21,7.22,7.12,7.079,7.306,7.098,7.22,-0.55,-0.04,1.65,89354.81,103370.47,92516.88,73944.73
2017-11-30,7.11,7.27,7.1,7.064,7.282,7.148,7.19,-1.52,-0.11,1.68,90536.51,97777.58,91931.78,75348.11
2017-12-01,7.19,7.25,7.09,7.092,7.259,7.192,7.13,1.12,0.08,1.24,82578.67,94678.97,91838.14,55633.83
2017-12-04,7.01,7.19,6.99,7.09,7.226,7.152,7.13,-2.37,-0.17,1.52,78358.97,93622.09,74348.67,68151.59
2017-12-05,6.81,7.02,6.71,7.065,7.182,7.066,6.99,-2.71,-0.19,2.06,81122.0,94317.82,73071.99,92281.67
2017-12-06,6.98,6.99,6.73,7.059,7.146,7.02,6.76,2.5,0.17,1.39,81633.19,92052.8,70749.49,62332.25
2017-12-07,6.94,7.03,6.91,7.067,7.109,6.986,6.99,-0.57,-0.04,1.11,78779.73,90204.27,65627.67,49739.01
2017-12-08,7.06,7.1,6.93,7.076,7.091,6.96,6.98,1.73,0.12,1.67,80668.75,86031.43,69499.36,74992.27
2017-12-11,7.17,7.18,7.05,7.072,7.084,6.992,7.07,1.7,0.12,1.44,71579.14,81663.15,68809.61,64702.86
2017-12-12,7.11,7.25,7.07,7.059,7.07,7.052,7.25,-0.84,-0.06,1.37,67867.96,79153.09,62663.94,61553.31
2017-12-13,7.19,7.2,7.06,7.057,7.068,7.094,7.11,1.27,0.09,1.35,66532.27,77943.54,62315.05,60587.81
2017-12-14,7.29,7.34,7.19,7.075,7.07,7.164,7.3,1.39,0.1,2.43,69865.5,80201.01,74103.34,108680.43
2017-12-15,7.26,7.3,7.17,7.082,7.087,7.204,7.24,-0.41,-0.03,1.92,72888.04,77733.35,76276.73,85859.23
2017-12-18,7.41,7.59,7.22,7.122,7.106,7.252,7.25,2.21,0.16,4.29,85267.62,81813.29,101725.62,191947.31
2017-12-19,7.41,7.43,7.32,7.182,7.124,7.312,7.34,0.0,0.0,2.02,85070.56,83096.28,107477.18,90311.12
2017-12-20,7.29,7.46,7.21,7.213,7.136,7.332,7.37,-1.62,-0.12,2.05,88026.87,84830.03,113738.68,91895.3
2017-12-21,7.21,7.29,7.1,7.24,7.154,7.316,7.27,-1.23,-0.09,1.68,90557.2,84668.46,107011.06,75042.32
2017-12-22,7.24,7.26,7.18,7.258,7.167,7.312,7.2,0.28,0.02,1.07,87869.12,84268.94,99461.51,48111.51
2017-12-25,7.42,7.44,7.25,7.283,7.178,7.314,7.3,2.63,0.19,3.01,94876.66,83227.9,88027.69,134778.22
2017-12-26,7.45,7.51,7.35,7.317,7.188,7.322,7.38,0.4,0.03,2.81,101316.34,84592.15,95155.5,125950.17
2017-12-27,7.26,7.45,7.23,7.324,7.191,7.316,7.45,-2.68,-0.2,2.42,106084.59,86308.43,98430.5,108270.26
2017-12-28,7.32,7.36,7.21,7.327,7.201,7.338,7.28,0.83,0.06,1.84,103454.42,86659.96,99897.79,82378.79
2017-12-29,7.32,7.35,7.25,7.333,7.208,7.354,7.28,0.0,0.0,1.77,102813.05,87850.55,106164.58,79445.48
2018-01-02,7.33,7.33,7.23,7.325,7.224,7.336,7.33,0.0,0.0,1.88,92053.05,88660.33,96078.41,84347.35
2018-01-03,7.39,7.4,7.29,7.323,7.253,7.324,7.33,0.82,0.06,2.56,94474.36,89772.46,93793.21,114524.19
2018-01-04,7.41,7.44,7.35,7.335,7.274,7.354,7.4,0.14,0.01,1.94,93980.37,91003.62,89530.24,86955.39
2018-01-05,7.51,7.55,7.34,7.365,7.303,7.392,7.41,1.35,0.1,4.26,105531.47,98044.33,111165.15,190553.33
2018-01-08,7.48,7.54,7.44,7.389,7.324,7.424,7.5,-0.4,-0.03,2.78,113162.13,100515.62,120159.67,124418.1
2018-01-09,7.32,7.48,7.29,7.379,7.331,7.422,7.48,-2.14,-0.16,2.53,111011.7,102944.18,125944.98,113273.91
2018-01-10,7.11,7.3,7.05,7.345,7.331,7.366,7.3,-2.87,-0.21,2.78,110877.86,106097.1,127962.5,124611.78
2018-01-11,7.14,7.18,7.04,7.333,7.329,7.312,7.11,0.28,0.02,1.42,106394.86,106239.72,123259.47,63440.25
2018-01-12,7.08,7.21,7.07,7.309,7.318,7.226,7.15,-0.98,-0.07,1.42,104518.98,103986.7,97872.81,63620.0
2018-01-15,6.78,7.04,6.71,7.255,7.294,7.086,7.02,-4.24,-0.3,2.35,107111.72,104962.38,94063.76,105372.87
2018-01-16,7.02,7.06,6.78,7.224,7.275,7.026,6.79,3.54,0.24,2.15,108308.81,100180.93,90672.63,96318.23
2018-01-17,7.07,7.23,6.87,7.192,7.258,7.018,6.98,0.57,0.04,2.49,108001.93,101238.14,88041.36,111455.45
2018-01-18,7.04,7.09,6.97,7.155,7.245,6.998,7.01,-0.42,-0.03,1.32,105221.72,99601.04,87183.96,59153.25
2018-01-19,6.98,7.05,6.97,7.102,7.234,6.978,7.04,-0.85,-0.06,1.15,91305.08,98418.28,84737.36,51387.0
2018-01-22,7.04,7.09,6.88,7.058,7.224,7.03,6.96,0.71,0.05,1.39,85090.53,99126.33,76117.3,62272.55
2018-01-23,7.1,7.14,7.02,7.036,7.208,7.046,7.07,0.85,0.06,1.83,81951.88,96481.79,73231.14,81887.43
2018-01-24,7.05,7.08,6.97,7.03,7.188,7.042,7.07,-0.56,-0.04,1.31,75362.41,93120.13,62683.46,58717.08
2018-01-25,7.07,7.1,7.0,7.023,7.178,7.048,7.04,0.14,0.01,1.45,75533.25,90964.06,63882.55,65148.68
2018-01-26,7.15,7.19,7.02,7.03,7.17,7.082,7.07,1.13,0.08,2.38,79832.55,92175.76,74927.73,106612.91
2018-01-29,7.02,7.14,6.98,7.054,7.155,7.078,7.13,-1.82,-0.13,1.79,77291.32,92201.52,78465.35,79960.64
2018-01-30,6.95,7.01,6.86,7.047,7.136,7.048,7.0,-1.0,-0.07,1.71,75305.87,91807.34,77380.6,76463.68
2018-01-31,6.75,6.95,6.7,7.015,7.104,6.988,6.92,-2.88,-0.2,1.83,72344.87,90173.4,82006.27,81845.45
2018-02-01,6.15,6.77,6.12,6.926,7.041,6.804,6.71,-8.75,-0.59,3.29,81156.27,93189.0,98430.0,147267.33
2018-02-02,6.01,6.09,5.66,6.829,6.966,6.576,6.07,-2.12,-0.13,2.03,85124.01,88214.54,95320.28,91064.3
2018-02-05,6.61,6.61,6.13,6.786,6.922,6.494,6.13,9.98,0.6,4.37,98482.1,91786.31,118498.84,195853.45
2018-02-06,6.36,6.79,6.35,6.712,6.874,6.376,6.5,-3.78,-0.25,5.81,116294.88,99123.38,155209.16,260015.25
2018-02-07,6.89,7.0,6.4,6.696,6.863,6.404,6.55,8.33,0.53,6.44,139251.88,107307.14,196497.48,288287.09
2018-02-08,6.81,7.0,6.69,6.67,6.847,6.536,7.0,-1.02,-0.07,3.85,149964.53,112748.89,201499.06,172275.23
2018-02-09,6.2,6.55,6.16,6.575,6.803,6.574,6.55,-8.96,-0.61,3.49,154947.61,117390.08,214574.94,156443.7
2018-02-12,6.48,6.51,6.17,6.521,6.788,6.548,6.17,5.02,0.31,2.57,158477.8,117884.56,198456.76,115262.51
2018-02-13,6.37,6.53,6.34,6.463,6.755,6.55,6.53,-1.85,-0.12,2.06,160041.62,117673.74,164874.08,92101.86
2018-02-14,6.29,6.36,6.19,6.417,6.716,6.43,6.26,-1.1,-0.07,1.48,158505.4,115425.13,120513.31,66483.24
2018-02-22,6.37,6.43,6.33,6.439,6.683,6.342,6.36,1.11,0.07,1.37,149917.16,115536.72,98335.26,61385.01
2018-02-23,7.01,7.01,6.33,6.539,6.684,6.504,6.35,10.05,0.64,5.54,165635.95,125379.98,116696.96,248252.2
2018-02-26,7.33,7.37,6.96,6.611,6.699,6.674,7.24,4.57,0.32,10.27,192033.47,145257.78,185610.17,459828.56
2018-02-27,7.43,7.47,7.09,6.718,6.715,6.886,7.18,1.36,0.1,7.88,201334.42,158814.65,237794.76,353024.78
2018-02-28,7.24,7.33,7.17,6.753,6.725,7.076,7.26,-2.56,-0.19,5.04,195089.04,167170.46,269664.77,225833.3
2018-03-01,7.29,7.32,7.1,6.801,6.736,7.26,7.15,0.83,0.06,4.16,196498.7,173231.62,294662.14,186371.86
2018-03-02,7.37,7.6,7.12,6.918,6.747,7.332,7.16,1.1,0.08,7.26,213380.9,184164.26,310064.84,325265.72
2018-03-05,7.44,7.51,7.21,7.014,6.768,7.354,7.34,0.95,0.07,5.03,224377.28,191427.54,263144.39,225226.3
2018-03-06,7.43,7.48,7.25,7.12,6.792,7.354,7.43,0.0,0.0,5.27,238768.35,199404.98,239741.93,236012.48
2018-03-07,7.27,7.44,7.25,7.218,6.818,7.36,7.38,-2.02,-0.15,4.03,250182.83,204344.11,230700.9,180628.12
2018-03-08,7.21,7.3,7.08,7.302,6.871,7.344,7.24,-0.82,-0.06,3.7,260620.37,205268.77,226578.6,165760.38
2018-03-09,7.32,7.33,7.16,7.333,6.936,7.334,7.26,1.39,0.1,3.8,252817.07,209226.51,195569.29,170219.19
2018-03-12,7.38,7.4,7.21,7.338,6.975,7.322,7.32,0.96,0.07,5.02,229312.83,210673.15,195481.27,224786.19
2018-03-13,7.35,7.78,7.28,7.33,7.024,7.306,7.35,-0.54,-0.04,8.39,231568.11,216451.27,223394.29,375577.59
2018-03-14,7.16,7.21,7.1,7.322,7.038,7.284,7.2,-2.58,-0.19,4.26,228045.8,211567.42,225390.71,190610.19
2018-03-15,6.97,7.16,6.95,7.29,7.046,7.236,7.1,-2.52,-0.18,3.56,225348.09,210923.39,224117.57,159394.69
2018-03-16,6.8,7.02,6.79,7.233,7.076,7.132,6.94,-2.3,-0.16,2.31,203151.92,208266.41,210734.55,103304.11
2018-03-19,6.83,6.92,6.69,7.172,7.093,7.022,6.69,0.44,0.03,1.63,187934.66,206155.97,180388.05,73053.66
2018-03-20,6.86,6.9,6.7,7.115,7.118,6.924,6.74,0.44,0.03,1.76,172236.91,205502.63,121079.54,79035.03
2018-03-21,6.78,7.02,6.75,7.066,7.142,6.848,6.84,-1.17,-0.08,2.15,163816.6,206999.72,102242.49,96424.96
2018-03-22,6.97,7.05,6.71,7.042,7.172,6.848,6.71,2.8,0.19,2.58,158811.66,209716.01,93505.74,115710.95
2018-03-23,7.67,7.67,7.39,7.077,7.205,7.022,7.67,10.04,0.7,14.5,206717.6,229767.33,202700.64,649278.62
2018-03-26,7.83,8.44,7.77,7.122,7.23,7.222,8.24,2.09,0.16,26.29,301962.23,265637.53,423536.41,1177232.5
2018-03-27,7.97,8.15,7.22,7.184,7.257,7.444,7.22,1.79,0.14,19.39,351224.86,291396.49,581370.18,868203.88
2018-03-28,7.42,7.85,7.36,7.21,7.266,7.572,7.68,-6.9,-0.55,12.59,388535.08,308290.44,674827.68,563712.44
2018-03-29,7.43,7.56,7.34,7.256,7.273,7.664,7.35,0.27,0.02,6.73,402748.59,314048.34,711991.44,301529.78
2018-03-30,7.49,7.54,7.33,7.325,7.279,7.628,7.4,0.94,0.07,6.89,423275.02,313213.47,643849.4,308568.38
2018-04-02,7.78,7.84,7.47,7.42,7.296,7.618,7.76,3.87,0.29,12.21,470655.72,329295.19,517775.02,546860.62
2018-04-03,7.66,7.96,7.57,7.5,7.308,7.556,7.6,-1.54,-0.12,10.77,510979.18,341608.05,440588.18,482269.69
2018-04-04,8.42,8.42,7.43,7.664,7.365,7.756,7.75,10.06,0.77,17.64,580312.7,372064.65,485797.72,789760.12
2018-04-09,8.69,9.23,8.3,7.836,7.439,8.008,8.45,3.21,0.27,24.46,678293.19,418552.42,644594.94,1095515.88
2018-04-10,8.14,8.51,8.02,7.883,7.48,8.138,8.4,-6.44,-0.56,15.23,681574.25,444145.93,719299.11,682089.25
2018-04-11,8.4,8.41,7.9,7.94,7.531,8.262,8.01,3.19,0.26,12.28,618836.42,460399.33,719897.83,549854.19
